Restaurant_Name,City,Restaurant_ID,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Country_Code
JAL - A Jungle Restaurant,Indore,1400544,No,No,No,1
Oye24,Indore,18254231,No,No,No,1
Hobnob Gourmet Cafí©bar,Indore,1402314,No,No,No,1
Mangosteen Cafe,Indore,1400466,No,No,No,1
Mama Loca,Indore,1401934,No,No,No,1
Vidorra,Indore,1401548,No,No,No,1
Cafe Palette,Indore,1400460,No,No,No,1
Nafees Restaurant,Indore,1400056,No,No,No,1
The Creative Kitchen - Radisson Blu Hotel,Indore,1400169,No,No,No,1
Square - Sayaji Hotel,Indore,1400186,No,No,No,1
Freito,Indore,1402335,No,No,No,1
Cafe Terazza,Indore,1400555,No,No,No,1
Cafe Yolo,Indore,1401948,No,No,No,1
Just My Bakes,Indore,18395137,No,No,No,1
10 Downing Street,Indore,1400121,No,No,No,1
Cakesmith's Alley,Indore,1402028,No,No,No,1
The Yellow Chilli,Indore,1401857,No,No,No,1
Waffle House,Indore,1402089,No,No,No,1
Mocha,Indore,1402050,No,No,No,1
Tapri Central,Jaipur,101212,No,Yes,No,1
Blackout,Jaipur,101834,No,No,No,1
Mamu's Infusion,Jaipur,101884,No,Yes,No,1
Nibs Cafe,Jaipur,102813,No,Yes,No,1
On The House,Jaipur,101259,No,Yes,No,1
WTF,Jaipur,103065,No,No,No,1
Chokhi Dhani,Jaipur,100080,No,No,No,1
Meraaki Kitchen,Jaipur,103147,No,No,No,1
Taruveda Bistro,Jaipur,101311,No,Yes,No,1
The Forresta Kitchen & Bar,Jaipur,100305,No,No,No,1
Monarch Restaurant - Holiday Inn Jaipur City Centre,Jaipur,102215,No,No,No,1
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,Jaipur,102216,No,No,No,1
Zolocrust - Hotel Clarks Amer,Jaipur,18209498,No,Yes,No,1
Mutual's,Jaipur,103019,No,Yes,No,1
O2- The Plant Cafe,Jaipur,103090,No,No,No,1
Cafe LazyMojo,Jaipur,102531,No,Yes,No,1
Replay,Jaipur,100306,No,No,No,1
Sky Beach,Jaipur,18454586,No,No,No,1
Decked Up By Garden Cafe,Jaipur,102504,No,Yes,No,1
Calzone- Dine & Rooftop Lounge,Jaipur,102867,No,Yes,No,1
Hucka,Kanpur,2300061,No,No,No,1
The Zaffran,Kanpur,2300483,No,No,No,1
Gyan Vaishnav,Kanpur,2300065,No,No,No,1
Liquid,Kanpur,18377936,No,No,No,1
Royal Dine - Hotel Royal Cliff,Kanpur,2300188,No,No,No,1
Urban Crave Express,Kanpur,18407105,No,No,No,1
Atmosphere Grill Cafe Sheesha,Kanpur,2300497,No,No,No,1
Mr Brown,Kanpur,2300183,No,No,No,1
Dunkin Donuts,Kanpur,2300476,No,No,No,1
Little Chef,Kanpur,2300018,No,No,No,1
UrbanCrave,Kanpur,18312106,No,No,No,1
Chin Mi,Kanpur,2300042,No,No,No,1
Tadka,Kanpur,2300048,No,No,No,1
Dhuaan,Kanpur,2300058,No,No,No,1
Upper Crust,Kanpur,2300162,No,No,No,1
Anaicha's Food Joint,Kanpur,2300003,No,No,No,1
Aromas,Kanpur,2300176,No,No,No,1
Waterside - The Landmark Hotel,Kanpur,2300187,No,No,No,1
Verandah,Kanpur,2300009,No,No,No,1
Barbeque Nation,Kanpur,18391601,No,No,No,1
Nawras Seafood Restaurant,Kochi,900682,No,No,No,1
Ifthar,Kochi,95361,No,No,No,1
Dhe Puttu,Kochi,95421,No,Yes,No,1
Kashi Art Cafe,Kochi,95256,No,No,No,1
Grand Hotel Restaurant,Kochi,95286,No,No,No,1
Barbeque Nation,Kochi,900969,No,No,No,1
Chiyang,Kochi,95333,No,No,No,1
Slice of Spice,Kochi,900547,No,Yes,No,1
Mustake Multicuisine Restaurant,Kochi,901089,No,Yes,No,1
Palaaram,Kochi,901035,No,No,No,1
Tonico Cafe,Kochi,900561,No,No,No,1
Cafe 17,Kochi,900524,No,Yes,No,1
ChaiCofi,Kochi,900800,No,No,No,1
Bloomsbury's Boutique Cafe and Artisan Bakery,Kochi,95304,No,Yes,No,1
Paragon,Kochi,900533,No,No,No,1
Aangan - Downtown Multicuisine Restaurant,Kochi,901004,No,No,No,1
Ali Baba & 41 Dishes,Kochi,900111,No,No,No,1
Cocoa Tree,Kochi,95331,No,No,No,1
French Toast,Kochi,900032,No,No,No,1
Thakkaaram,Kochi,900282,No,No,No,1
Asia Kitchen by Mainland China,Kolkata,18217475,No,Yes,No,1
Hoppipola,Kolkata,18249144,No,Yes,No,1
Spice Kraft,Kolkata,18017612,No,No,No,1
Nawwarah,Kolkata,18377112,No,No,No,1
6 Ballygunge Place,Kolkata,20002,Yes,Yes,No,1
Mumbai Local,Kolkata,18343731,Yes,No,No,1
Gabbar's Bar & Kitchen,Kolkata,25664,Yes,No,No,1
TGI Friday's,Kolkata,25587,Yes,Yes,No,1
Santa's Fantasea,Kolkata,24530,No,No,No,1
India Restaurant,Kolkata,20747,Yes,Yes,No,1
Flame & Grill,Kolkata,21220,Yes,No,No,1
Barbeque Nation,Kolkata,25570,No,No,No,1
Mocambo,Kolkata,20350,No,Yes,No,1
BarBQ,Kolkata,20870,No,Yes,No,1
Peter Cat,Kolkata,20404,No,Yes,No,1
The Irish House,Kolkata,24286,No,No,No,1
Barbeque Nation,Kolkata,20842,No,No,No,1
Ocean Grill,Kolkata,18259462,Yes,No,No,1
Sigree Global Grill,Kolkata,24452,Yes,No,No,1
What's Up,Kolkata,18017615,Yes,No,No,1
Grandson of Tunday Kababi,Lucknow,800468,No,No,No,1
Frozen Factory,Lucknow,801675,No,No,No,1
Mocha,Lucknow,801690,No,No,No,1
Chemistry Cafí©,Lucknow,801684,No,No,No,1
Homeys Cafe,Lucknow,18296995,No,No,No,1
Percussion,Lucknow,800237,No,No,No,1
The Urban Terrace,Lucknow,800273,No,No,No,1
Free Spirit,Lucknow,18375866,No,No,No,1
Spice Caves,Lucknow,801170,No,No,No,1
The Chocolate Heaven,Lucknow,801636,No,No,No,1
The Pebbles Bistro,Lucknow,18385021,No,No,No,1
Underdoggs Sports Bar & Grill,Lucknow,801640,No,No,No,1
Vintage Machine,Lucknow,801269,No,No,No,1
Bar Bar,Lucknow,801693,No,No,No,1
Dastarkhwan,Lucknow,800483,No,No,No,1
The Cherry Tree Cafe,Lucknow,800891,No,No,No,1
Royal Sky,Lucknow,800326,No,No,No,1
L 14 - Renaissance Lucknow Hotel,Lucknow,801384,No,No,No,1
Barbeque Nation,Lucknow,800089,No,No,No,1
Colours by Royal Cafe - Royal Inn,Lucknow,801247,No,No,No,1
Cappuccino Blast,Lucknow,800576,No,No,No,1
Basant Restaurant,Ludhiana,15239,No,No,No,1
Hawai Adda,Ludhiana,18444271,No,No,No,1
Indian Summer,Ludhiana,15005,No,No,No,1
Basant,Ludhiana,15221,No,No,No,1
Bistro 226,Ludhiana,15292,No,No,No,1
Mocha,Ludhiana,15309,No,No,No,1
Pirates Of Grill,Ludhiana,18400368,No,No,No,1
Bistro Flamme Bois,Ludhiana,15132,No,No,No,1
Kitchen At 95 - Hyatt Regency,Ludhiana,15705,No,No,No,1
Domino's Pizza,Ludhiana,15078,No,No,No,1
Nando's,Ludhiana,15104,No,No,No,1
Belfrance Luxury Chocolates,Ludhiana,15774,No,No,No,1
Hot Breads,Ludhiana,15008,No,No,No,1
The Yellow Chilli,Ludhiana,15321,No,No,No,1
Spice Cube,Ludhiana,15368,No,No,No,1
Barbeque Nation,Ludhiana,15853,No,No,No,1
Nik Bakers,Ludhiana,15497,No,No,No,1
Aman Chicken,Ludhiana,15091,No,No,No,1
District 6,Ludhiana,15777,No,No,No,1
The BrewMaster - The Mix Fine Dine,Ludhiana,15717,No,No,No,1
#45,Mangalore,3100446,No,No,No,1
Crave Desserts & Bakes,Mangalore,3100159,No,No,No,1
Diesel Cafe,Mangalore,3100010,No,No,No,1
Froth On Top,Mangalore,3100145,No,No,No,1
Hao Ming,Mangalore,3100013,No,No,No,1
Kobe Sizzlers,Mangalore,3100143,No,No,No,1
Liquid Lounge,Mangalore,3100033,No,No,No,1
Maharaja Restaurant,Mangalore,3100153,No,No,No,1
Giri Manja's,Mangalore,3100142,No,No,No,1
Kabab Studio,Mangalore,3100030,No,No,No,1
Brio Cafe and Grill,Mangalore,18237384,No,No,No,1
Gajalee Sea Food,Mangalore,3100008,No,No,No,1
Smoke N Oven,Mangalore,3100148,No,No,No,1
Village Restaurant,Mangalore,3100044,No,No,No,1
Barbeque Nation,Mangalore,3100441,No,No,No,1
Machali,Mangalore,3100302,No,No,No,1
Punjab Da Pind,Mangalore,3100422,No,No,No,1
Sizzler's Ranch,Mangalore,3100014,No,No,No,1
Spindrift,Mangalore,3100448,No,No,No,1
Sagar Ratna,Mangalore,3100017,No,No,No,1
The Shooters Cafe,Mohali,18424018,No,Yes,No,1
Joey's Pizza,Mumbai,35217,No,No,No,1
Cafe Hydro,Mumbai,18447068,No,No,No,1
The American Joint,Mumbai,18458563,Yes,No,No,1
The Fusion Kitchen,Mumbai,18075122,Yes,Yes,No,1
145 Kala Ghoda,Mumbai,18233317,No,No,No,1
Tea Villa Cafe,Mumbai,18237753,Yes,Yes,No,1
Grandmama's Cafe,Mumbai,18388642,No,No,No,1
Mumbai Vibe,Mumbai,18463285,Yes,No,No,1
The Rolling Pin,Mumbai,16527711,No,Yes,No,1
Farzi Cafe,Mumbai,18313566,No,No,No,1
SpiceKlub,Mumbai,49003,No,Yes,No,1
Tea Villa Cafe,Mumbai,18441580,Yes,No,No,1
Joey's Pizza,Mumbai,34757,No,Yes,No,1
Stacks And Racks,Mumbai,18408295,No,No,No,1
The English Department Bar & Diner,Mumbai,18216876,Yes,No,No,1
Mirchi And Mime,Mumbai,17806994,No,No,No,1
38 Degree East,Mumbai,18435740,Yes,No,No,1
R' ADDA,Mumbai,18318116,No,No,No,1
Tea Villa Cafe,Mumbai,18270976,Yes,Yes,No,1
Tea Villa Cafe,Mumbai,49486,Yes,Yes,No,1
Hotel RRR Mysore,Mysore,3600252,No,No,No,1
Jalpaan Dining Saga,Mysore,3600265,No,No,No,1
The Old House,Mysore,3600375,No,No,No,1
Vinayaka Mylari,Mysore,3600015,No,No,No,1
Empire Restaurant,Mysore,3600012,No,No,No,1
Green Leaf,Mysore,3600013,No,No,No,1
Pakva Lounge,Mysore,3600071,No,No,No,1
Spring - Radisson Blu Plaza,Mysore,3600192,No,No,No,1
Big Chicken,Mysore,3600119,No,No,No,1
Barbeque Nation,Mysore,3600352,No,No,No,1
Pizza Hut,Mysore,3600009,No,No,No,1
Tandooriwala,Mysore,3600361,No,No,No,1
Jungle The Restaurant,Mysore,3600148,No,No,No,1
The Barge Restaurant,Mysore,3600436,No,No,No,1
By The Way,Mysore,3600008,No,No,No,1
Cafe Cornucopia,Mysore,3600354,No,No,No,1
Mezzaluna,Mysore,3600285,No,No,No,1
Nanking,Mysore,3600072,No,No,No,1
Oyster Bay,Mysore,3600022,No,No,No,1
Purple Haze,Mysore,3600014,No,No,No,1
House of Caffeine,Nagpur,3301308,No,No,No,1
Hide Out The Street Cafe,Nagpur,3300780,No,No,No,1
Tapri The Chai Books Cafe,Nagpur,3301236,No,No,No,1
Eat Street Express,Nagpur,3300369,No,Yes,No,1
Zaikart,Nagpur,3301013,No,Yes,No,1
Cafe Zinea,Nagpur,3300741,No,Yes,No,1
Checker's,Nagpur,3300138,No,Yes,No,1
The B.A.W.A,Nagpur,3300949,No,Yes,No,1
FSB,Nagpur,3300065,No,No,No,1
NESCAFíŠ Illusions,Nagpur,3300416,No,No,No,1
Nineties,Nagpur,3301169,No,Yes,No,1
Mocha,Nagpur,3300061,No,Yes,No,1
The Zuree Urban Kitchen,Nagpur,3300107,No,Yes,No,1
The Breakfast Story,Nagpur,3300058,No,No,No,1
Ten Downing Street Restaurant & Bar,Nagpur,3300057,No,No,No,1
Ashoka Restaurant,Nagpur,3300041,No,Yes,No,1
Barbeque Nation,Nagpur,3300958,No,No,No,1
KFC,Nagpur,3300707,No,Yes,No,1
Moksh The Restro Lounge,Nagpur,3300070,No,No,No,1
Mainland China,Nagpur,3301035,No,No,No,1
Divtya Budhlya Wada Restaurant,Nashik,1600227,No,No,No,1
Spice Route,Nashik,1600280,No,No,No,1
Veg Aroma,Nashik,1600169,No,No,No,1
Eastern Spice,Nashik,1600109,No,No,No,1
The Bake Studio,Nashik,1600108,No,No,No,1
Barbeque Nation,Nashik,1600258,No,No,No,1
Chai Tapri,Nashik,1600252,No,No,No,1
Curry Leaves,Nashik,1600007,No,No,No,1
Enter The Dragon,Nashik,1600053,No,No,No,1
The Cafe Katta,Nashik,1600326,No,No,No,1
White X Sky Lounge,Nashik,1600307,No,No,No,1
12212,Nashik,1600219,No,No,No,1
Al Arabian Express,Nashik,1600067,No,No,No,1
RiverDine Restaurant & Bar,Nashik,1600039,No,No,No,1
Barbeque Ville,Nashik,1600029,No,No,No,1
Little Italy,Nashik,1600292,No,No,No,1
Soma at Sula,Nashik,1600298,No,No,No,1
Hotel Radhakrishna,Nashik,1600095,No,No,No,1
Sadhana Restaurant,Nashik,1600205,No,No,No,1
House Of Flavours,Nashik,1600212,No,No,No,1
Food Cloud,New Delhi,18287358,No,No,No,1
Burger.in,New Delhi,18216944,No,Yes,No,1
Days of the Raj,New Delhi,313333,Yes,Yes,No,1
Dilli Ka Dhaba,New Delhi,18384127,No,No,No,1
Govardhan,New Delhi,582,No,Yes,No,1
Mezbaan Grills,New Delhi,18414465,No,No,No,1
Say Cheese,New Delhi,304243,No,Yes,No,1
Southy,New Delhi,3554,No,Yes,No,1
Monosoz,New Delhi,18369872,No,Yes,No,1
Waves,New Delhi,948,Yes,Yes,No,1
Delhi Darbar,New Delhi,2853,No,No,No,1
Chateau,New Delhi,18433900,Yes,No,No,1
Nariyal Cafe,New Delhi,18425159,Yes,No,No,1
Rustom's Parsi Bhonu,New Delhi,310958,Yes,Yes,No,1
BarShala,New Delhi,18334443,No,No,No,1
Chawla'sŒ_,New Delhi,18255141,Yes,Yes,No,1
Domino's Pizza,New Delhi,197,No,No,No,1
Sultanat,New Delhi,308235,Yes,Yes,No,1
Bella Italia,New Delhi,18258757,No,No,No,1
Clever Fox Cafe,New Delhi,307383,Yes,No,No,1
365 Naturals,New Delhi,18386746,No,No,No,1
Tpot,New Delhi,18337885,No,No,No,1
4 on 44 Restaurant & Bar,New Delhi,310491,Yes,Yes,No,1
Rambhog,New Delhi,18337789,No,No,No,1
Selfie Lounge Restro & Bar,New Delhi,18222573,Yes,Yes,No,1
BTW,New Delhi,3370,No,No,No,1
Chilli Pepper,New Delhi,307439,Yes,Yes,No,1
Pizza Hut,New Delhi,1078,No,Yes,No,1
Puri Bakers,New Delhi,9340,No,No,No,1
Jaiveer Naan & Chaap,New Delhi,306761,No,Yes,No,1
Aggarwal's Sweets Paradise,New Delhi,7580,No,No,No,1
Bikaner Sweets,New Delhi,7584,No,No,No,1
Cafe Coffee Day,New Delhi,7582,No,No,No,1
Cakeophony By Sonali,New Delhi,18351495,No,No,No,1
Chandra Sweets,New Delhi,7594,No,No,No,1
Chhotu Mashhoor Kathi Roll,New Delhi,7583,No,No,No,1
Green Chick Chop,New Delhi,7610,No,No,No,1
Lazeez Restaurant,New Delhi,18412603,No,Yes,No,1
Madhuvan Chinese Fast Food,New Delhi,7639,No,Yes,No,1
Mr Wong,New Delhi,18441545,No,Yes,No,1
Mughlai Shahi Rasoi,New Delhi,9971,No,No,No,1
Mumbai Central Street Food,New Delhi,18451572,No,No,No,1
Neha's Treat,New Delhi,7593,No,No,No,1
New Bakers Shoppee,New Delhi,301440,No,No,No,1
Pant  Ice Cream Parlour,New Delhi,7585,No,No,No,1
PM 2 AM Food Bank,New Delhi,306531,No,Yes,Yes,1
Punjabi Chaap Corner,New Delhi,18354658,No,No,No,1
Sartaj Food Corner,New Delhi,18337782,No,Yes,No,1
The Sugar Therapy,New Delhi,18258759,No,No,No,1
Biryani Binge,New Delhi,18057805,No,Yes,No,1
City of Joy,New Delhi,3428,No,No,No,1
Letz Roll,New Delhi,18425771,No,No,No,1
Nukkad,New Delhi,18304836,No,Yes,No,1
#InstaFreeze,New Delhi,18311951,No,No,No,1
Aahar Meat and Chicken Shop,New Delhi,18401128,No,No,No,1
Food Cafe,New Delhi,18354667,No,No,No,1
Lazeez Restaurant,New Delhi,18431379,No,No,No,1
Lemon Chick,New Delhi,18311953,No,Yes,No,1
Punjabi Chaap Corner,New Delhi,18361522,No,No,No,1
Purani Dilli Foods,New Delhi,18425780,No,No,No,1
Tandoori Kebab,New Delhi,18489513,No,No,No,1
Shree Rathnam,New Delhi,306795,No,Yes,No,1
Alaturka,New Delhi,7249,No,Yes,No,1
Amici Gourmet Pizza,New Delhi,7246,No,Yes,No,1
Burger King,New Delhi,310723,No,Yes,No,1
Kylin Express,New Delhi,7253,No,No,No,1
Big Fat Sandwich,New Delhi,18180041,Yes,Yes,No,1
Fashion Tv Cafe,New Delhi,18434414,Yes,No,No,1
Kylin Skybar,New Delhi,4905,Yes,No,No,1
Lemon Drops,New Delhi,18421232,No,No,No,1
Punjabi By Nature Express,New Delhi,7228,No,No,No,1
Red Mango,New Delhi,7068,No,Yes,No,1
Starbucks,New Delhi,302152,No,No,No,1
Peninsular Kitchen,New Delhi,312300,Yes,Yes,No,1
Mithapur,New Delhi,5565,No,No,No,1
Diggin,New Delhi,307113,Yes,Yes,No,1
Aggarwal Sweet India,New Delhi,6258,No,No,No,1
Banzara's,New Delhi,6094,No,No,No,1
Bobby Tikki Wala,New Delhi,304592,No,No,No,1
Chennai Junction,New Delhi,18421481,No,No,No,1
Chicken Bite,New Delhi,310874,No,No,No,1
Chocolate Dreams,New Delhi,18313972,No,No,No,1
Dial n Dine,New Delhi,18128860,No,No,No,1
Fresh n Refresh,New Delhi,310877,No,No,No,1
Garden Hut,New Delhi,304687,No,No,No,1
Giani,New Delhi,312444,No,Yes,No,1
Jugnu Gaming Zone and Cafe,New Delhi,18337975,No,No,No,1
Keventer's South Indian & Chinese Food,New Delhi,18124373,No,No,No,1
KTS,New Delhi,305913,No,No,No,1
Mandarin,New Delhi,310447,No,No,No,1
Penguin Bakers & Shakers,New Delhi,310858,No,No,No,1
Rollmates,New Delhi,18332083,No,No,No,1
Tandoori Nights,New Delhi,18361241,No,No,No,1
Burger Dominion,New Delhi,305630,No,Yes,No,1
Cafe Gainz,New Delhi,18034049,No,Yes,No,1
Chaskaa,New Delhi,6092,No,Yes,No,1
Fabulous Cake Bites,New Delhi,18124361,No,Yes,No,1
Hangout - A House Of Kathis,New Delhi,6088,No,No,No,1
Malais By Anands,New Delhi,18394366,No,No,No,1
Panchwati Rasoi,New Delhi,18354639,No,No,No,1
Sprinkles Cup & Cake,New Delhi,311657,No,No,No,1
Target Ice Cream & Bakers,New Delhi,18350112,No,Yes,No,1
The Sweeet Jar,New Delhi,18377924,No,Yes,No,1
Amar Bakery,New Delhi,18428216,No,No,No,1
Cafe Brewbug,New Delhi,18421050,No,No,No,1
Chilll House Kafe,New Delhi,18377887,No,No,No,1
Cookie Shookie,New Delhi,18421693,No,No,No,1
Fabulous Cake,New Delhi,18418263,No,No,No,1
Jai Maa Shaarde Samose Wala,New Delhi,18421457,No,No,No,1
Madaan Confectionery,New Delhi,18421463,No,No,No,1
Magic Masala,New Delhi,18268361,No,No,No,1
Sikka Chinese Fast Food,New Delhi,18445804,No,No,No,1
Teedo's Cake Inn,New Delhi,18347812,No,No,No,1
Thalaiva Cafe,New Delhi,18377920,No,No,No,1
The Cake Affairs,New Delhi,311544,No,No,No,1
Tulsi Ram Chinese Hut,New Delhi,18377915,No,No,No,1
V. K. Pasta,New Delhi,18421058,No,No,No,1
Xpert Bakers,New Delhi,18335692,No,No,No,1
Juniper Bar - Andaz Delhi,New Delhi,18429396,Yes,No,No,1
McDonald's,New Delhi,179,No,Yes,No,1
Pizza Hut Delivery,New Delhi,307843,No,Yes,No,1
The Arena,New Delhi,18421042,Yes,No,No,1
Restaurant De Seoul,New Delhi,3295,Yes,No,No,1
Taksim,New Delhi,18414499,Yes,No,No,1
Jom Jom Malay,New Delhi,18441775,No,No,No,1
Kofuku,New Delhi,18427565,No,Yes,No,1
The Sky High,New Delhi,18395381,No,No,No,1
Haldiram's,New Delhi,310281,No,No,No,1
Jux Pux - The Dreamer's Cafe,New Delhi,18207831,No,No,No,1
Pizzaon,New Delhi,5452,No,No,No,1
FFC Restaurant,New Delhi,18374418,No,No,No,1
"34, Chowringhee Lane",New Delhi,18258778,No,Yes,No,1
Aapni Dhani,New Delhi,6560,No,No,No,1
Bengal Sweet Corner,New Delhi,3322,No,No,No,1
Chicken Vicken,New Delhi,18249102,No,No,No,1
Cup-a-licious,New Delhi,18241609,No,No,No,1
Frontier,New Delhi,8743,No,No,No,1
Metro Fast Food,New Delhi,5294,No,No,No,1
Nagpal's,New Delhi,4651,No,Yes,No,1
Nile Restro & Bar,New Delhi,5315,Yes,No,No,1
Popular Chicken,New Delhi,6577,No,No,No,1
Sardar A Pure Meat Shop,New Delhi,309395,No,No,No,1
Shankar Fast Food,New Delhi,300784,No,No,No,1
Singh's Zaika,New Delhi,18430692,No,No,No,1
The Mirch Masala,New Delhi,309503,No,No,No,1
The Mirch Masala,New Delhi,3326,No,No,No,1
Uncle Cake Shop,New Delhi,309384,No,No,No,1
Kays Bar-Be-Que,New Delhi,3079,No,Yes,No,1
Master Bakers,New Delhi,303093,No,Yes,No,1
The Master's Fast Food Centre,New Delhi,309375,No,No,No,1
6 Pack Momos,New Delhi,18441672,No,No,No,1
Al Noor Foods,New Delhi,18446423,No,No,No,1
Avon Kitchen,New Delhi,18462588,No,No,No,1
Bhasad Cafe,New Delhi,18460330,No,No,No,1
Bikaner Kesarvala,New Delhi,18361739,No,No,No,1
De Bone Chicken,New Delhi,312338,No,No,No,1
Indian Fresh Meat Shop,New Delhi,18057828,No,No,No,1
JD's Food Court,New Delhi,18361700,No,No,No,1
Keventers,New Delhi,18383541,No,No,No,1
Malhotra Bakery,New Delhi,18248970,No,No,No,1
Matthi Wala,New Delhi,18395538,No,No,No,1
Nirula's Ice Cream,New Delhi,18446396,No,No,No,1
Punjabi Chaap Corner,New Delhi,313193,No,Yes,No,1
Puran Dhaba,New Delhi,18457050,No,No,No,1
Rama Desi Ghee Meat Wala,New Delhi,18375413,No,No,No,1
VadaPav 'n' Frankie,New Delhi,18458325,No,No,No,1
Chhabra Sweets,New Delhi,5296,No,No,No,1
Kanwarji's,New Delhi,310802,No,Yes,No,1
Pizza Hut,New Delhi,310777,No,Yes,No,1
Sagar Ratna,New Delhi,309,No,Yes,No,1
Smelling Salts,New Delhi,18390678,Yes,No,No,1
Wah Ji Wah,New Delhi,3329,No,Yes,No,1
Wheelyz,New Delhi,18216896,No,Yes,No,1
Bell Pepperz,New Delhi,307767,Yes,Yes,No,1
Bharat Sweets,New Delhi,3332,No,No,No,1
Invitation,New Delhi,980,Yes,No,No,1
Mystique Melange,New Delhi,18232098,Yes,No,No,1
Pandit Ji Paranthe Wale,New Delhi,6574,No,No,No,1
Raju Chat Palace,New Delhi,2379,No,No,No,1
Seasonings - The Spice Mysteries,New Delhi,309390,Yes,Yes,No,1
SGF - Spice Grill Flame,New Delhi,300809,No,Yes,No,1
Apni Rasoi,New Delhi,1192,No,No,No,1
Bablu Kabab Shop,New Delhi,310803,No,No,No,1
Cake o' Cuisine,New Delhi,18250797,No,No,No,1
Domino's Pizza,New Delhi,198,No,No,No,1
Hunger Flames,New Delhi,18449782,No,No,No,1
Puran Chand Ambala Wale Di Hatti,New Delhi,18057820,No,No,No,1
The Cake Gallery,New Delhi,310215,No,No,No,1
Bablu Chic Inn,New Delhi,306841,No,No,No,1
Masala Basket,New Delhi,18412952,No,Yes,No,1
Udta Punjab,New Delhi,18432191,No,No,No,1
Munch Nation,New Delhi,18375420,No,Yes,No,1
Bengali Pastry Shop & Snack Bar,New Delhi,6286,No,No,No,1
Bhimsain's Bengali Sweet House,New Delhi,1914,No,Yes,No,1
Cafe Coffee Day,New Delhi,18163907,No,No,No,1
Colonel's Kababz,New Delhi,18344490,No,Yes,No,1
Faasos,New Delhi,18412878,No,Yes,No,1
Karachi Bakery,New Delhi,18294263,No,No,No,1
Nathu's Sweets,New Delhi,588,No,Yes,No,1
Sachdeva Confectioners,New Delhi,7150,No,Yes,No,1
Bengali Sweet House,New Delhi,18264634,No,No,No,1
Bijoli Grill,New Delhi,301534,Yes,No,No,1
Nathu's Pastry Shop,New Delhi,8340,No,No,No,1
Balaji Dhaba,New Delhi,18400739,No,No,No,1
Bhagat Ji,New Delhi,304954,No,No,No,1
Hangout Kathi Rolls,New Delhi,18400737,No,No,No,1
Makers & Bakers,New Delhi,18382583,No,No,No,1
Habibi Express,New Delhi,18249122,No,Yes,No,1
Cafe Coffee Day,New Delhi,7354,No,No,No,1
China Town,New Delhi,9267,No,No,No,1
Domino's Pizza,New Delhi,7352,No,No,No,1
High Street Kitchen & Bar,New Delhi,304211,Yes,No,No,1
Pizza Hut,New Delhi,262,No,Yes,No,1
Sugar & Spice - Le Marche,New Delhi,4621,No,No,No,1
The Kathis,New Delhi,2134,No,Yes,No,1
The Kylin Experience,New Delhi,303472,No,Yes,No,1
Arabian Nites,New Delhi,758,No,Yes,No,1
Asia Kitchen,New Delhi,7217,Yes,Yes,No,1
Dunkin' Donuts,New Delhi,307054,No,Yes,No,1
Krips Restaurant,New Delhi,771,Yes,Yes,No,1
McDonald's,New Delhi,171,No,Yes,No,1
Yo! China,New Delhi,304675,Yes,Yes,No,1
RPM,New Delhi,3269,Yes,No,No,1
By The Way - Bellagio,New Delhi,3935,Yes,Yes,No,1
Red - Bellagio,New Delhi,4166,Yes,Yes,No,1
Soul Curry - Bellagio,New Delhi,3936,Yes,Yes,No,1
Alpha 63,New Delhi,5227,Yes,No,No,1
Bite-N-Sip,New Delhi,1862,No,Yes,No,1
Lotus Garden,New Delhi,819,Yes,No,No,1
Meethas Sweets,New Delhi,2236,No,No,No,1
Nirula's,New Delhi,4150,No,Yes,No,1
Punjabi Tadka,New Delhi,6394,No,No,No,1
Snack Bar,New Delhi,1867,No,No,No,1
South Indian Food,New Delhi,2608,No,No,No,1
Domino's Pizza,New Delhi,8388,No,No,No,1
Southy,New Delhi,3465,No,Yes,No,1
Coffee Shop - Centaur Hotel,New Delhi,301581,No,No,No,1
Al Kuresh,New Delhi,823,No,Yes,No,1
Angan Bakery & Cafe,New Delhi,18421499,No,No,No,1
Bamboo Chopstix,New Delhi,846,No,No,No,1
Bawarchis,New Delhi,816,No,No,No,1
Bikanervala,New Delhi,4055,No,No,No,1
Cafe Coffee Day,New Delhi,18312487,No,No,No,1
Chanakya Bar-Be-Que,New Delhi,1630,Yes,No,No,1
Chattisgarh Bhawan,New Delhi,308261,No,No,No,1
Chimney,New Delhi,2587,Yes,No,No,1
China Town Sizzlers,New Delhi,849,No,No,No,1
Chinese Bite,New Delhi,848,No,No,No,1
Chinese Garden,New Delhi,852,Yes,No,No,1
Costa Coffee,New Delhi,312194,No,No,No,1
Food Point,New Delhi,7643,No,No,No,1
Ikko,New Delhi,3238,Yes,No,No,1
Jammu And Kashmir House,New Delhi,18396184,No,No,No,1
Laguna,New Delhi,847,No,No,No,1
Momo Point,New Delhi,7575,No,No,No,1
New Zaika,New Delhi,850,No,No,No,1
Organic Express,New Delhi,311856,No,No,No,1
Tamil Nadu House Canteen,New Delhi,851,No,No,No,1
The Chocolate Avenue,New Delhi,18228885,No,No,No,1
Chimney Sizzlers,New Delhi,824,Yes,Yes,No,1
Gujarat Bhawan Restaurant,New Delhi,301102,No,No,No,1
Itäó»s Sinful,New Delhi,18238246,No,No,No,1
Jakoi,New Delhi,6003,No,No,No,1
