Restaurant_Name,City,Restaurant_ID,Has_Table_booking,Has_Online_delivery,Is_delivering_now,Country_Code
Baskin Robbins,New Delhi,18486862,No,No,No,1
Bikaner Sweets,New Delhi,18492025,No,No,No,1
Bollywood Khana,New Delhi,18352672,No,No,No,1
Cake And Bakes,New Delhi,18489825,No,No,No,1
Cake Point,New Delhi,18340302,No,Yes,No,1
Chinese Corner,New Delhi,18489819,No,No,No,1
Choudhary Dhaba,New Delhi,18175297,No,No,No,1
Green Chick Chop,New Delhi,18034037,No,No,No,1
Green Chick Chop,New Delhi,18175282,No,No,No,1
Gujjar Dhaba,New Delhi,18489532,No,No,No,1
Hotel Aditi,New Delhi,18277178,No,No,No,1
JMD Food Palace,New Delhi,18408079,No,No,No,1
Kitchen Namaste,New Delhi,18232989,No,No,No,1
Lajawab Chicken & Fish Fry,New Delhi,18492033,No,No,No,1
Lotus Kitchen,New Delhi,18489832,No,No,No,1
Manami Japanese Restaurant,New Delhi,18467388,Yes,No,No,1
Manna Sweets & Restaurant,New Delhi,18175299,No,No,No,1
Moets Curry Pot,New Delhi,18337908,No,No,No,1
Mr. Sub,New Delhi,18463608,No,No,No,1
New Gaurav Dhaba,New Delhi,18489836,No,No,No,1
Pandit Ji Ki Apni Rasoi,New Delhi,18277163,No,Yes,No,1
Rajdhani Restaurant,New Delhi,18489545,No,No,No,1
Saraswati Food Corner,New Delhi,18277176,No,No,No,1
Shri Balaji Bhojnalaya,New Delhi,18175278,No,No,No,1
Swadist Bhojnalaya,New Delhi,18489808,No,No,No,1
Swiss Gourmessa,New Delhi,18446867,No,No,No,1
Truly Yours,New Delhi,18486879,No,No,No,1
Uttrakhand Hotel,New Delhi,18489852,No,No,No,1
Vandana Food Corner,New Delhi,18489804,No,No,No,1
Zaika Biryani,New Delhi,18489802,No,No,No,1
Buzz,New Delhi,3207,No,Yes,No,1
Lighthouse 13,New Delhi,4752,Yes,No,No,1
Berco's,New Delhi,4830,No,Yes,No,1
The Great Kabab Factory,New Delhi,4341,Yes,Yes,No,1
The Tea Place by Manjushree,New Delhi,307237,No,No,No,1
Victoria,New Delhi,18260028,Yes,No,No,1
Aces - The Card Room,New Delhi,18317481,Yes,No,No,1
Curzon - The Royal Bar,New Delhi,18317473,Yes,No,No,1
London Eye - The Open Lounge,New Delhi,18317479,Yes,No,No,1
Lord's - The Sports Lounge,New Delhi,18317476,Yes,No,No,1
Viceroy - The Coffee Shop,New Delhi,18317483,No,No,No,1
Munch Nation,New Delhi,312576,No,Yes,Yes,1
"34, Chowringhee Lane",New Delhi,5347,No,No,No,1
Any Time Food,New Delhi,300945,No,Yes,No,1
Bikaner Sweet House,New Delhi,300934,No,No,No,1
Domino's Pizza,New Delhi,3223,No,No,No,1
Giani,New Delhi,307554,No,Yes,No,1
Grand Plaza,New Delhi,967,No,Yes,No,1
Great Wall,New Delhi,6196,No,No,No,1
Healthy Food Station,New Delhi,18381220,No,Yes,No,1
Hostess Tasty Bites,New Delhi,2491,No,No,No,1
Hot Pot,New Delhi,1041,No,No,No,1
Kabab Factory,New Delhi,982,No,No,No,1
Keventers,New Delhi,18352186,No,No,No,1
Krishna Sweet House,New Delhi,9380,No,No,No,1
Mitraz,New Delhi,1303,Yes,Yes,No,1
Nut Khut Chaats & Snacks,New Delhi,18168462,No,No,No,1
Subway,New Delhi,311734,No,Yes,No,1
The Host,New Delhi,2291,No,No,No,1
Chacha Di Hatti,New Delhi,9427,No,No,No,1
Cocoberry,New Delhi,5874,No,No,No,1
Eating Corner,New Delhi,3375,No,No,No,1
El Posto,New Delhi,312353,No,No,No,1
McDonald's,New Delhi,180,No,Yes,No,1
Pizza Station,New Delhi,18057822,No,No,No,1
Puri Bakers,New Delhi,6607,No,No,No,1
JAIL - Behind The Bar,New Delhi,18247031,Yes,Yes,No,1
Curry Shurry,New Delhi,18264447,No,Yes,No,1
Frontier,New Delhi,300911,No,No,No,1
Hari Om Bhojnalaya,New Delhi,4090,No,No,No,1
Nirmal's,New Delhi,5729,No,No,No,1
Sardar A Pure Meat Shop,New Delhi,309704,No,No,No,1
The Dragon Hucks,New Delhi,964,Yes,No,No,1
Green Chick Chop,New Delhi,307333,No,No,No,1
New Arjun Bombay Pav Bhaji,New Delhi,5765,No,No,No,1
Sweeter Delight,New Delhi,18037821,No,No,No,1
Madaari,New Delhi,18400738,Yes,No,No,1
Amritsari Express,New Delhi,307730,No,No,No,1
Barista,New Delhi,305251,No,No,No,1
Baskin Robbins,New Delhi,312087,No,No,No,1
Bikano's Chat Cafe,New Delhi,18070503,No,No,No,1
Burger Singh,New Delhi,18454460,No,Yes,No,1
Cafe Grub,New Delhi,18419902,No,No,No,1
Chicago Pizza,New Delhi,307356,No,No,No,1
Cocoberry,New Delhi,8580,No,No,No,1
Dosa Plaza,New Delhi,18324914,No,No,No,1
Karim's,New Delhi,300473,No,No,No,1
Kebab Xpress,New Delhi,306250,No,No,No,1
Keventers,New Delhi,18356784,No,No,No,1
KFC,New Delhi,8373,No,Yes,No,1
Paranthas 21,New Delhi,308101,No,No,No,1
Subway,New Delhi,8840,No,Yes,No,1
Wow! Momo,New Delhi,18228870,No,No,No,1
Berco's,New Delhi,7066,No,Yes,No,1
Dunkin' Donuts,New Delhi,305479,No,No,No,1
Giani's,New Delhi,8845,No,No,No,1
The Beer Cafe,New Delhi,7509,Yes,No,No,1
Basil Tree,New Delhi,302715,Yes,Yes,No,1
Chaayos,New Delhi,18241509,No,No,No,1
QD's Restaurant,New Delhi,18277003,No,Yes,No,1
Ada e Handi Restaurant,New Delhi,7547,No,Yes,No,1
Darjeeling Momos,New Delhi,301236,No,No,No,1
Ingredients,New Delhi,18082630,Yes,Yes,No,1
Al Quresh,New Delhi,7548,No,No,No,1
Angels in my Kitchen,New Delhi,310419,No,Yes,No,1
Aapki Rasoi,New Delhi,4634,No,No,No,1
Bats On Delivery,New Delhi,18228874,No,No,No,1
Bimbo Cakes,New Delhi,18433904,No,No,No,1
Burger Bros,New Delhi,312145,No,No,No,1
Chinese Food Corner,New Delhi,304585,No,No,No,1
CL Snacks,New Delhi,312916,No,No,No,1
Kapoor's Sanjha Chulha,New Delhi,313006,No,No,No,1
King's,New Delhi,305861,No,No,No,1
Kumar Hotel,New Delhi,9026,No,No,No,1
Kumar Pastry Shop,New Delhi,309178,No,No,No,1
Midnight Adda,New Delhi,18249097,No,No,No,1
Mughlaai Daawat,New Delhi,308880,No,No,No,1
Pindiwala,New Delhi,18382113,No,No,No,1
Pipes & Hipes,New Delhi,18241861,Yes,No,No,1
Sai Rasoi,New Delhi,310162,No,No,No,1
Snaxpress Tastes & Cakes,New Delhi,303589,No,No,No,1
Veggie Adda,New Delhi,311459,No,Yes,No,1
C L Corner,New Delhi,9053,No,Yes,No,1
Chin 10,New Delhi,312893,No,No,No,1
Kati Roll Cottage,New Delhi,18273640,No,Yes,No,1
Kings Kulfi,New Delhi,308130,No,No,No,1
Paramjeet Machi Wala,New Delhi,5663,No,No,No,1
Rajan Corner,New Delhi,18247005,No,No,No,1
Amit Dhaba,New Delhi,18449827,No,No,No,1
Apni Rasoi,New Delhi,18342574,No,No,No,1
Chap Corner,New Delhi,18391689,No,No,No,1
Chinese Corner,New Delhi,304573,No,No,No,1
Evergreen Punjabi Swad,New Delhi,304586,No,No,No,1
Giani,New Delhi,18449629,No,No,No,1
Hot & Hot Shudhir Chinese Point,New Delhi,18451179,No,No,No,1
Hungerz Hub,New Delhi,18451158,No,No,No,1
Magic Mo:Mo Corner,New Delhi,18451166,No,No,No,1
Malhotra's Zayeeka,New Delhi,18238245,No,No,No,1
Moji Dhaba,New Delhi,308110,No,No,No,1
Naughty 9 Kitchen & Bar,New Delhi,312213,No,No,No,1
Street Chaat Chatoron Ka Adda,New Delhi,18410370,No,No,No,1
Syall Kotian Da Dhaba,New Delhi,18236975,No,No,No,1
Taaj Kitchen,New Delhi,18471517,Yes,No,No,1
Tirath Sweets,New Delhi,304469,No,No,No,1
Tummyy Tull,New Delhi,18451144,No,No,No,1
34 Parkstreet Lane,New Delhi,4084,No,No,No,1
Bhikaram Bhujawala,New Delhi,310947,No,No,No,1
Chawla The Pastry Palace,New Delhi,310989,No,No,No,1
Food Box,New Delhi,18358295,No,No,No,1
Foody Box,New Delhi,18317756,No,No,No,1
Giani,New Delhi,310936,No,No,No,1
Green Chick Chop,New Delhi,308796,No,No,No,1
Heaven's Shawarma,New Delhi,18460320,No,No,No,1
Hyderabad Spl. Chicken Biryani Point,New Delhi,18241893,No,No,No,1
Keshar,New Delhi,18363053,No,No,No,1
Madras Cafe,New Delhi,310997,No,No,No,1
Milan Chole Bhature,New Delhi,6629,No,No,No,1
New Laxmi Sweets,New Delhi,302685,No,No,No,1
Pasta Hub,New Delhi,18241860,No,No,No,1
Patna Roll Center,New Delhi,2920,No,No,No,1
Refuel,New Delhi,18238281,No,No,No,1
Saara Veg,New Delhi,18204485,No,No,No,1
SGF - Spice Grill Flame,New Delhi,18126086,No,No,No,1
Shivam Corner,New Delhi,9031,No,No,No,1
Swad Mubarak,New Delhi,18254532,No,No,No,1
The Little Fork,New Delhi,18380219,No,Yes,No,1
The Metro Fast Food,New Delhi,18258473,No,Yes,No,1
Tibet Kujing,New Delhi,303602,No,No,No,1
Yummy Adda,New Delhi,18396163,No,No,No,1
Bawarchi's Canteen,New Delhi,18485962,No,No,No,1
Bikaner Restaurant,New Delhi,18421485,No,No,No,1
Bikaner Sweets Chaat cafe,New Delhi,18363044,No,No,No,1
Brijwasi,New Delhi,18424171,No,No,No,1
Chaap Chaska,New Delhi,18363051,No,No,No,1
Delhi Chaap Express,New Delhi,18449788,No,No,No,1
Delhi Chaat Bhandar,New Delhi,18466410,No,No,No,1
Delhite Pí¢tisserie,New Delhi,18107851,No,No,No,1
Desi Dhaba,New Delhi,18466408,No,No,No,1
Desi Thaat Amritsari Naan,New Delhi,18466400,No,No,No,1
Dhaba Express,New Delhi,18361765,No,No,No,1
Flavours Kitchen,New Delhi,18424169,No,No,No,1
Food Campus,New Delhi,18449653,No,No,No,1
Fresh Fast Food,New Delhi,18449786,No,No,No,1
Gungun Tiffin Services,New Delhi,18466675,No,No,No,1
Happy Italiano,New Delhi,18449647,No,No,No,1
Haryana Bhojnalaya,New Delhi,18361779,No,No,No,1
Hasty Tasty,New Delhi,18363048,No,No,No,1
Inam Muradabadi,New Delhi,310954,No,No,No,1
Just In,New Delhi,312413,No,No,No,1
Jyoti Dhaba,New Delhi,18361767,No,No,No,1
Lasha Chinese Food,New Delhi,18421473,No,No,No,1
Lasha Chinese Food,New Delhi,310995,No,No,No,1
Lily Tasty Fast Food,New Delhi,18421475,No,No,No,1
Maa Vaishno Dinesh Dhaba,New Delhi,18418268,No,No,No,1
Madras Cafe,New Delhi,18421459,No,No,No,1
NIK's Chicken Corner,New Delhi,18361771,No,No,No,1
Om Shanti Foods,New Delhi,18241864,No,No,No,1
Panj Tara,New Delhi,18449657,No,No,No,1
Pasta Pizza & Roll Hut,New Delhi,18396177,No,No,No,1
Pheva Tandooris,New Delhi,18449639,No,No,No,1
Punjabi Delight,New Delhi,18357954,No,No,No,1
Punjabi Parantha Station and Punjabi Thali,New Delhi,310965,No,No,No,1
Punjabi Paratha Station,New Delhi,18418278,No,No,No,1
Raja Rasoi,New Delhi,18449664,No,No,No,1
Rollacious,New Delhi,18480435,No,No,No,1
Singh Chicken,New Delhi,311009,No,No,No,1
Special Tea Point,New Delhi,310988,No,No,No,1
Spl. Flavour Sodas & Fruit shakes,New Delhi,18421461,No,No,No,1
Student Corner,New Delhi,310952,No,No,No,1
Taneja Corner,New Delhi,18449667,No,No,No,1
Taste Zone,New Delhi,18449661,No,No,No,1
Tea Point,New Delhi,18449643,No,No,No,1
West Bangal Kolkata Hot Kathi Rolls,New Delhi,300791,No,No,No,1
Asli Alam Muradabadi Biryani Centre,New Delhi,300264,No,No,No,1
Cafe Rasoi,New Delhi,18425751,No,No,No,1
Chinese Food,New Delhi,7388,No,No,No,1
Green Chick Chop,New Delhi,311485,No,No,No,1
Hasty Tasty,New Delhi,2870,No,No,No,1
Hunter's Kitchen,New Delhi,18397908,Yes,No,No,1
Manahang Restaurant,New Delhi,312765,No,No,No,1
Mezbaan Restaurant,New Delhi,5879,No,Yes,No,1
Moon Light Sweets,New Delhi,304621,No,No,No,1
North East Castle,New Delhi,18472788,No,No,No,1
Pizza Point,New Delhi,309510,No,No,No,1
Roll Point,New Delhi,300259,No,No,No,1
Sanjha Tandoor,New Delhi,310430,No,No,No,1
Sayyam,New Delhi,300273,No,No,No,1
Shiv Bhojnalaya,New Delhi,7393,No,No,No,1
Subway,New Delhi,311451,No,Yes,No,1
Take Away,New Delhi,7240,No,No,No,1
Vedanta's,New Delhi,300268,No,No,No,1
Asian Chopstick,New Delhi,310328,No,No,No,1
Chinese Delights,New Delhi,309471,No,Yes,No,1
Dezertfox,New Delhi,18383522,No,Yes,No,1
Aggarwal Sweets,New Delhi,18424615,No,No,No,1
Aggarwal Sweets,New Delhi,18425758,No,No,No,1
Al Meraj Chicken Shop,New Delhi,18425178,No,No,No,1
Chinese Food Corner,New Delhi,18354994,No,No,No,1
Creative Food House,New Delhi,18146362,No,No,No,1
D.A.A.,New Delhi,18425175,No,No,No,1
Dee Cake Shop,New Delhi,18225831,No,No,No,1
Jaca Restaurant,New Delhi,18354988,No,No,No,1
King Of Roll,New Delhi,18425772,No,No,No,1
Kirti Food Plaza,New Delhi,18354998,No,No,No,1
KT's Shik-Shack,New Delhi,18354992,No,No,No,1
Namaste Restaurant,New Delhi,309509,No,No,No,1
Nishaj Chicken Corner,New Delhi,18423905,No,No,No,1
Royal Bakery,New Delhi,18357566,No,No,No,1
S.R. Bakers,New Delhi,18425768,No,No,No,1
Shahi Muradabadi,New Delhi,18025119,No,No,No,1
Shree Vinayaga Restaurant,New Delhi,18472683,No,No,No,1
The Cake Basket,New Delhi,18425739,No,No,No,1
The Pure Kitchen,New Delhi,18468524,No,No,No,1
The Yolmo Kitchen,New Delhi,18354996,No,No,No,1
Zawlbuk,New Delhi,18229077,No,No,No,1
Anupam Restaurant,New Delhi,300275,No,Yes,No,1
Bobby Di Punjabi Rasoi,New Delhi,9251,No,No,No,1
Aditya Da Vaishno Dhaba,New Delhi,18471235,No,No,No,1
Aggarwal Bikaner Sweets,New Delhi,306695,No,No,No,1
Aggarwal Sweet Centre,New Delhi,9281,No,No,No,1
Anjel China & Tibetian Food,New Delhi,18432222,No,No,No,1
Annpurna Rasoi,New Delhi,18471254,No,No,No,1
Apni Rasoi,New Delhi,18371414,No,No,No,1
Bajrang Misthan Bhawan,New Delhi,306678,No,No,No,1
Bake Town,New Delhi,18371416,No,No,No,1
Bikaner Sweets & Restaurant,New Delhi,18361199,No,No,No,1
Brown Town Bakers,New Delhi,312620,No,No,No,1
Captain Food Factory,New Delhi,18432206,No,No,No,1
Cheffron Bakery,New Delhi,311394,No,No,No,1
Chicken Darwar,New Delhi,18471270,No,No,No,1
Chili's Treat,New Delhi,313349,No,No,No,1
Chilli Tadka,New Delhi,18359302,No,No,No,1
Chinese Food Point,New Delhi,18352287,No,No,No,1
Chinese Temptation,New Delhi,9262,No,No,No,1
Dana Pani,New Delhi,18469981,No,No,No,1
Dev Sweets & Restaurant,New Delhi,18349922,No,No,No,1
Dilli Darbar Chicken Point,New Delhi,18432214,No,No,No,1
Food Point and Sweets Corner,New Delhi,310357,No,No,No,1
Green Chick Chop,New Delhi,18429155,No,No,No,1
Grover Burfee & Cakes,New Delhi,18471319,No,No,No,1
Hans's Planet-F,New Delhi,18471263,No,No,No,1
Hotel Delhi 43,New Delhi,18432200,Yes,No,No,1
Kanhaiya Fast Food,New Delhi,18430911,No,No,No,1
Karol Bagh Ke Chhole Bhature,New Delhi,18354672,No,No,No,1
King's Food,New Delhi,18352275,No,No,No,1
Lamba Sweets Corner,New Delhi,303500,No,No,No,1
Laxmi Food Corner,New Delhi,18431998,No,No,No,1
Lounge Bakery,New Delhi,18430900,No,No,No,1
Mehtaab Sweet Corner & Restaurant,New Delhi,18313125,No,No,No,1
Melting Food Point,New Delhi,18430579,No,No,No,1
Mithla Dhabha,New Delhi,8957,No,No,No,1
Mittal Caterer,New Delhi,9635,No,No,No,1
Mittal Restaurant & Fast Food,New Delhi,18352288,No,No,No,1
NBC Nirankari Bakers,New Delhi,18349914,No,No,No,1
Pind Balluchi,New Delhi,18430569,Yes,No,No,1
Prem Chinese Fast Food,New Delhi,18361211,No,No,No,1
Punjabi Rasoi,New Delhi,18471287,No,No,No,1
Punjabi Special,New Delhi,304393,No,No,No,1
Radhe Shyam Dhaba,New Delhi,18361217,No,No,No,1
Raj Rasoi,New Delhi,5483,No,No,No,1
Raju De Special Paneer Wale,New Delhi,9271,No,No,No,1
Sangeeta Dhaba,New Delhi,304610,No,No,No,1
Sat Narayan Fast Food,New Delhi,303537,No,No,No,1
Shahi Chicken Point,New Delhi,18430576,No,No,No,1
Sharma Sweets,New Delhi,304405,No,No,No,1
Shere Hind Chicken Corner,New Delhi,18471313,No,No,No,1
Shiv Shakti Dhaba,New Delhi,306710,No,No,No,1
Shree Shyam Sweets,New Delhi,18430570,No,No,No,1
Shri Shyam Ji Shudh Shakahari Bhojnalaya,New Delhi,303497,No,No,No,1
Sky Hawk,New Delhi,18270343,No,No,No,1
Snack Shack,New Delhi,18361200,No,No,No,1
Soya Bite's,New Delhi,18261678,No,No,No,1
Soya Bite's,New Delhi,18317507,No,No,No,1
Taj Mahal Dhaba,New Delhi,9269,No,No,No,1
Yadav Sweets,New Delhi,18363067,No,No,No,1
Yummy Chinese Food,New Delhi,18371421,No,No,No,1
Aggarwal Sweets Corner,New Delhi,304809,No,No,No,1
Anand Sweets,New Delhi,304769,No,No,No,1
Annapurna Sweets Palace,New Delhi,304803,No,No,No,1
Aujla's Punjabi Zaika,New Delhi,18261151,No,No,No,1
Baba Ji,New Delhi,18464636,No,No,No,1
Babu Soup Wala,New Delhi,18017260,No,No,No,1
Baketown By Gagan Bakers,New Delhi,304753,No,No,No,1
Bala Ji Rasoi,New Delhi,18464641,No,No,No,1
Bansiwala Sweets & Caterers,New Delhi,304822,No,No,No,1
Best Chicken Corner,New Delhi,18312665,No,No,No,1
Bhardwaj Bakery,New Delhi,9181,No,No,No,1
Bikaner Sweets & Restaurant,New Delhi,18435332,No,No,No,1
Classic Chef Corner,New Delhi,18261710,No,No,No,1
Dabas Ke Special Chole Bhature,New Delhi,18312662,No,No,No,1
Daily Belly,New Delhi,18322599,No,No,No,1
Deep Bakery And Cake,New Delhi,9226,No,No,No,1
Dhaba NH10,New Delhi,18434072,No,No,No,1
Dilkhush Dhaba,New Delhi,305699,No,No,No,1
Do Bhai Paneer Wale And Sweets,New Delhi,9194,No,No,No,1
Dosa and Pizza Corner,New Delhi,304888,No,No,No,1
Gulati Ki Rasoi,New Delhi,306177,No,No,No,1
JMD Family Restaurant,New Delhi,18261708,No,No,No,1
Jyoti Sweets,New Delhi,9173,No,No,No,1
Khana Khazana,New Delhi,304831,No,No,No,1
Krishna Panjabi Rasoi,New Delhi,9176,No,No,No,1
Lazeez Zaika,New Delhi,18233572,No,No,No,1
Mannat Chinese Fast Food,New Delhi,18464649,No,No,No,1
Pizza Hot,New Delhi,18375389,No,No,No,1
Raju Fast Food,New Delhi,18466387,No,No,No,1
Ramesh Caterers & Dhaba,New Delhi,304782,No,No,No,1
Sethi's Express,New Delhi,18261719,No,No,No,1
Shahi Chicken Biryani Corner,New Delhi,18466389,No,No,No,1
Spicy Curry,New Delhi,18378051,No,No,No,1
Super Star Restaurant,New Delhi,7484,No,No,No,1
Swagi Food Corner,New Delhi,18464634,No,No,No,1
Taoji Ke Amratsari Naan,New Delhi,18464647,No,No,No,1
TCW Chaat Point,New Delhi,18371391,No,No,No,1
The Food Express,New Delhi,18017240,No,No,No,1
The Pizza Family,New Delhi,18464640,No,No,No,1
The Regal Chicken Corner,New Delhi,18261161,No,No,No,1
Welcome Rasoi,New Delhi,18464638,No,No,No,1
Agarwal Sweets,New Delhi,302694,No,No,No,1
Aurangzeb Rd,New Delhi,18358184,No,Yes,Yes,1
Bengali Sweet Corner,New Delhi,8715,No,No,No,1
Cafe Coffee Day,New Delhi,641,No,No,No,1
Chinese K. Food,New Delhi,308033,No,No,No,1
Chocowell,New Delhi,307099,No,No,No,1
Choice,New Delhi,18312575,No,No,No,1
Desi Street,New Delhi,18312652,No,No,No,1
Enigma Lounge,New Delhi,310666,No,No,No,1
Flavors Of London,New Delhi,7434,No,No,No,1
Frontier,New Delhi,305859,No,No,No,1
Green Chick Chop,New Delhi,308037,No,No,No,1
Hot House Grill,New Delhi,18435837,No,Yes,No,1
Kanshi Ram Chole Kulche Wala,New Delhi,18441658,No,No,No,1
Kents Fast Food,New Delhi,558,No,No,No,1
Paharia Meat & Chicken Shop,New Delhi,300485,No,No,No,1
Palji Corner,New Delhi,7416,No,No,No,1
Paratha Hi Paratha,New Delhi,301927,No,No,No,1
Picasso Roof Top,New Delhi,18288199,Yes,No,No,1
RK Dosa,New Delhi,301931,No,No,No,1
Sandoz,New Delhi,311385,No,Yes,No,1
Sardar Ji,New Delhi,18175322,No,No,No,1
Satkar Fast Food,New Delhi,7419,No,No,No,1
Sweetheart Cupcakes,New Delhi,9280,No,No,No,1
The Earthen Grill,New Delhi,18241874,No,No,No,1
Twenty Four Seven,New Delhi,303250,No,No,No,1
A Patisseries Gallery,New Delhi,313163,No,No,No,1
Aggarwal Bikaneri Sweets,New Delhi,18398504,No,No,No,1
Aggarwal Sweets & Bakers,New Delhi,301932,No,No,No,1
Avatar Da Dhaba,New Delhi,18312572,No,No,No,1
Bengali Restaurant,New Delhi,18371399,No,No,No,1
Biryani Express,New Delhi,18431177,No,No,No,1
Brahm Point Fast Food,New Delhi,18371405,No,No,No,1
Chinese Hot,New Delhi,312926,No,No,No,1
Curry Man,New Delhi,18349241,No,No,No,1
Diya Chinese Food,New Delhi,18431181,No,No,No,1
Foodies,New Delhi,18431187,No,No,No,1
Fresh Meat CO,New Delhi,18393288,No,No,No,1
Hans Fast Food Center,New Delhi,8718,No,No,No,1
Happy Hours,New Delhi,18462571,No,No,No,1
Khalsa Eating Point,New Delhi,18460302,No,No,No,1
Krishna Yummy Foods,New Delhi,18431183,No,No,No,1
Laxmi Dhaba,New Delhi,301925,No,No,No,1
Milan Shudh Vaishno,New Delhi,301885,No,No,No,1
Milko Sweets Corner,New Delhi,18295497,No,No,No,1
New Punjabi Chaap Corner,New Delhi,18460299,No,No,No,1
Nik's Chawla Chik Inn,New Delhi,1973,No,No,No,1
Paras Corner,New Delhi,18369770,No,No,No,1
Punjabi Tadka,New Delhi,312848,No,No,No,1
Sardar A Pure Meat Shop,New Delhi,18474850,No,No,No,1
Shahi Hyderbadi Biryani,New Delhi,18429186,No,No,No,1
Shashi's China Wok,New Delhi,18312656,No,No,No,1
Urban Palate,New Delhi,18416741,No,No,No,1
Wrapss,New Delhi,18425182,No,No,No,1
China Kitchen,New Delhi,18464625,No,No,No,1
Chowringhee,New Delhi,18435330,No,No,No,1
D-Food,New Delhi,18435326,No,No,No,1
Kith N Kin Cafeteria,New Delhi,18464648,No,No,No,1
Lazeez Rasoi,New Delhi,18464629,No,No,No,1
Red Rose Restaurant,New Delhi,18435322,No,No,No,1
Shri Bikaner Sweets & Restaurant,New Delhi,18014151,No,No,No,1
Welcome Family Restaurant,New Delhi,18375378,No,No,No,1
Al Bake,New Delhi,310408,No,No,No,1
Americana Kitchen and Bar,New Delhi,1185,Yes,No,No,1
Bawa Snacks Corner,New Delhi,5536,No,No,No,1
Bhimsain's Bengali Sweet House,New Delhi,18393213,No,No,No,1
Cafe Coffee Day,New Delhi,308336,No,No,No,1
Cafe Coffee Day,New Delhi,637,No,Yes,No,1
Dolce Gelato,New Delhi,313159,No,Yes,No,1
Domino's Pizza,New Delhi,3608,No,No,No,1
Gopala,New Delhi,3636,No,No,No,1
New Punjabi Khana,New Delhi,312790,No,No,No,1
New Vishal Corner,New Delhi,5537,No,No,No,1
Punjabi Khana,New Delhi,308347,No,No,No,1
Rajshree,New Delhi,2602,No,No,No,1
Snack Junction,New Delhi,3638,No,No,No,1
Sona,New Delhi,18017281,No,No,No,1
Southy,New Delhi,3607,No,Yes,No,1
The First Floor,New Delhi,3069,Yes,Yes,No,1
Hype,New Delhi,18268390,No,No,No,1
McDonald's,New Delhi,196,No,Yes,No,1
New Punjabi Khana,New Delhi,5487,No,No,No,1
Pizza Hut Delivery,New Delhi,308331,No,Yes,No,1
Shree Rathnam,New Delhi,18126080,No,No,No,1
Subway,New Delhi,148,No,No,No,1
Al Mughal,New Delhi,18412898,No,No,No,1
Anupama Restaurant,New Delhi,5528,No,No,No,1
Cafe Einstein,New Delhi,17953929,No,No,No,1
Delicious Eating Corner,New Delhi,18355121,No,No,No,1
Gupta Rasoi,New Delhi,9210,No,No,No,1
Paras Chicken Point,New Delhi,2703,No,No,No,1
Ralhan Eating Corner,New Delhi,18478963,No,No,No,1
Pind Balluchi,New Delhi,2232,Yes,Yes,No,1
Oh! Calcutta,New Delhi,2775,Yes,Yes,No,1
Alcoholic Lounge & Bar,New Delhi,311623,Yes,No,No,1
Baljeet's Amritsari Koolcha,New Delhi,311077,No,No,No,1
Bikanervala,New Delhi,492,No,Yes,No,1
Cafe Coffee Day,New Delhi,304030,No,No,No,1
Chicago Pizza,New Delhi,18366028,No,Yes,No,1
Cocoberry,New Delhi,18168143,No,Yes,No,1
Dilli Chaap Wale,New Delhi,18294246,No,No,No,1
Dips,New Delhi,2370,No,No,No,1
Domino's Pizza,New Delhi,3893,No,No,No,1
Gullu's,New Delhi,5366,No,No,No,1
Hashtag Foods,New Delhi,18037828,No,Yes,No,1
Mini Meals,New Delhi,2377,No,No,No,1
No Name - Taste Hi Kaafi Hai,New Delhi,18384151,No,Yes,No,1
Pind Balluchi,New Delhi,2966,Yes,Yes,No,1
Pizza Hut,New Delhi,257,No,Yes,No,1
Raj Bhature wala,New Delhi,2380,No,Yes,No,1
Rolls Tiger,New Delhi,18285222,No,Yes,No,1
SGF - Spice Grill Flame,New Delhi,309463,No,Yes,No,1
Smoksha Cafe and Lounge,New Delhi,18219550,No,No,No,1
Subway,New Delhi,3230,No,Yes,No,1
Sura Vie,New Delhi,309542,Yes,Yes,No,1
Billu's Hut,New Delhi,2965,No,No,No,1
BTW,New Delhi,3372,No,No,No,1
Burger King,New Delhi,312223,No,Yes,No,1
Cafe Coffee Day,New Delhi,8828,No,No,No,1
Chills 'n' Grills,New Delhi,2524,No,Yes,No,1
Fusion N Food,New Delhi,18458640,No,No,No,1
Giani,New Delhi,2532,No,Yes,No,1
Hot Spot,New Delhi,5368,No,No,No,1
La Americana,New Delhi,18272383,No,Yes,No,1
Mogambo Khush Hua,New Delhi,18332018,No,Yes,No,1
Niti Shake & Ice Cream Hub,New Delhi,18423901,No,No,No,1
Pacific Asia,New Delhi,1969,Yes,Yes,No,1
Papa Veg Chinese Food,New Delhi,18455548,No,Yes,No,1
Pasta Hut,New Delhi,310126,No,No,No,1
Ram G Snacks & Food Corner,New Delhi,5291,No,No,No,1
Sandwich King,New Delhi,3522,No,No,No,1
Shake Eat Up,New Delhi,18345519,No,No,No,1
Starbucks,New Delhi,305967,No,No,No,1
The Chai Story,New Delhi,18432015,No,No,No,1
Themis Barbecue House,New Delhi,18204820,Yes,No,No,1
Utsav,New Delhi,18361244,No,No,No,1
Barbeque Nation,New Delhi,9561,No,No,No,1
Bistro 57,New Delhi,18466059,No,No,No,1
Calendar Khana Laao,New Delhi,18361780,No,Yes,No,1
Chaayos,New Delhi,18208880,No,Yes,No,1
Eleven Course,New Delhi,307620,No,No,No,1
